?item	?enLabel	?faLabel	?enDescription	?faDescription	?enWikipediaUrl	?faWikipediaUrl
<http://www.wikidata.org/entity/Q51396907>	"Module:Location map/data/Budapest"@en	"پودمان:Location map/data/Budapest"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FBudapest>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FBudapest>
<http://www.wikidata.org/entity/Q51396912>	"Module:Location map/data/Prince William area"@en	"پودمان:Location map/data/Prince William area"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FPrince%20William%20area>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FPrince%20William%20area>
<http://www.wikidata.org/entity/Q51396912>	"Module:Location map/data/Prince William area"@en	"پودمان:Location map/data/Prince William area"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FPrince%20William%20area>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FPrince%20William%20area>
<http://www.wikidata.org/entity/Q51396917>	"Module:Location map/data/United States San Francisco County"@en	"پودمان:Location map/data/United States San Francisco County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20States%20San%20Francisco%20County>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20States%20San%20Francisco%20County>
<http://www.wikidata.org/entity/Q51396917>	"Module:Location map/data/United States San Francisco County"@en	"پودمان:Location map/data/United States San Francisco County"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20States%20San%20Francisco%20County>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20States%20San%20Francisco%20County>
<http://www.wikidata.org/entity/Q51396925>	"Module:Location map/data/Israel jerusalem"@en	"پودمان:Location map/data/Israel jerusalem"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIsrael%20jerusalem>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIsrael%20jerusalem>
<http://www.wikidata.org/entity/Q51396925>	"Module:Location map/data/Israel jerusalem"@en	"پودمان:Location map/data/Israel jerusalem"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIsrael%20jerusalem>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIsrael%20jerusalem>
<http://www.wikidata.org/entity/Q51396933>	"Module:Location map/data/United Kingdom Greater Belfast"@en	"پودمان:Location map/data/United Kingdom Greater Belfast"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Greater%20Belfast>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Greater%20Belfast>
<http://www.wikidata.org/entity/Q51396933>	"Module:Location map/data/United Kingdom Greater Belfast"@en	"پودمان:Location map/data/United Kingdom Greater Belfast"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Greater%20Belfast>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Greater%20Belfast>
<http://www.wikidata.org/entity/Q51396938>	"Module:Location map/data/United States Los Angeles Metropolitan Area"@en	"پودمان:Location map/data/United States Los Angeles Metropolitan Area"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20States%20Los%20Angeles%20Metropolitan%20Area>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20States%20Los%20Angeles%20Metropolitan%20Area>
<http://www.wikidata.org/entity/Q51396938>	"Module:Location map/data/United States Los Angeles Metropolitan Area"@en	"پودمان:Location map/data/United States Los Angeles Metropolitan Area"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20States%20Los%20Angeles%20Metropolitan%20Area>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20States%20Los%20Angeles%20Metropolitan%20Area>
<http://www.wikidata.org/entity/Q51396945>	"Module:Location map/data/United Kingdom Shropshire"@en	"پودمان:Location map/data/United Kingdom Shropshire"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Shropshire>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Shropshire>
<http://www.wikidata.org/entity/Q51396945>	"Module:Location map/data/United Kingdom Shropshire"@en	"پودمان:Location map/data/United Kingdom Shropshire"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Shropshire>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Shropshire>
<http://www.wikidata.org/entity/Q51396951>	"Module:Location map/data/Spain Valencia"@en	"پودمان:Location map/data/Spain Valencia"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSpain%20Valencia>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSpain%20Valencia>
<http://www.wikidata.org/entity/Q51396951>	"Module:Location map/data/Spain Valencia"@en	"پودمان:Location map/data/Spain Valencia"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSpain%20Valencia>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSpain%20Valencia>
<http://www.wikidata.org/entity/Q51396957>	"Module:Location map/data/Indian Ocean"@en	"پودمان:Location map/data/Indian Ocean"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndian%20Ocean>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndian%20Ocean>
<http://www.wikidata.org/entity/Q51396957>	"Module:Location map/data/Indian Ocean"@en	"پودمان:Location map/data/Indian Ocean"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndian%20Ocean>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndian%20Ocean>
<http://www.wikidata.org/entity/Q51396965>	"Module:Location map/data/Russia Kalmykia"@en	"پودمان:Location map/data/Russia Kalmykia"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FRussia%20Kalmykia>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FRussia%20Kalmykia>
<http://www.wikidata.org/entity/Q51396965>	"Module:Location map/data/Russia Kalmykia"@en	"پودمان:Location map/data/Russia Kalmykia"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FRussia%20Kalmykia>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FRussia%20Kalmykia>
<http://www.wikidata.org/entity/Q51396969>	"Module:Location map/data/South Korea Ulsan"@en	"پودمان:Location map/data/South Korea Ulsan"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSouth%20Korea%20Ulsan>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSouth%20Korea%20Ulsan>
<http://www.wikidata.org/entity/Q51402450>	"Module:Location map/data/Russia Tver Oblast"@en	"پودمان:Location map/data/Russia Tver Oblast"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FRussia%20Tver%20Oblast>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FRussia%20Tver%20Oblast>
<http://www.wikidata.org/entity/Q51402459>	"Module:Location map/data/Israel northwest negev"@en	"پودمان:Location map/data/Israel northwest negev"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIsrael%20northwest%20negev>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIsrael%20northwest%20negev>
<http://www.wikidata.org/entity/Q51402459>	"Module:Location map/data/Israel northwest negev"@en	"پودمان:Location map/data/Israel northwest negev"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIsrael%20northwest%20negev>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIsrael%20northwest%20negev>
<http://www.wikidata.org/entity/Q51402467>	"Module:Location map/data/Czech Republic Moravian-Silesian Region"@en	"پودمان:Location map/data/Slovakia Moravian-Silesian Region"@fa	"Wikimedia module"@en	"الگوی ویکیمدیا"@fa	<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FCzech%20Republic%20Moravian-Silesian%20Region>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSlovakia%20Moravian-Silesian%20Region>
<http://www.wikidata.org/entity/Q51402467>	"Module:Location map/data/Czech Republic Moravian-Silesian Region"@en	"پودمان:Location map/data/Slovakia Moravian-Silesian Region"@fa	"Wikimedia module"@en	"الگوی ویکیمدیا"@fa	<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FCzech%20Republic%20Moravian-Silesian%20Region>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSlovakia%20Moravian-Silesian%20Region>
<http://www.wikidata.org/entity/Q51402470>	"Module:Location map/data/Greece North Athens"@en	"پودمان:Location map/data/Greece North Athens"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FGreece%20North%20Athens>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FGreece%20North%20Athens>
<http://www.wikidata.org/entity/Q51402470>	"Module:Location map/data/Greece North Athens"@en	"پودمان:Location map/data/Greece North Athens"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FGreece%20North%20Athens>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FGreece%20North%20Athens>
<http://www.wikidata.org/entity/Q51402478>	"Module:Location map/data/Manitoba"@en	"پودمان:Location map/data/Manitoba"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FManitoba>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FManitoba>
<http://www.wikidata.org/entity/Q51402478>	"Module:Location map/data/Manitoba"@en	"پودمان:Location map/data/Manitoba"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FManitoba>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FManitoba>
<http://www.wikidata.org/entity/Q51402486>	"Module:Location map/data/Sweden Gotland"@en	"پودمان:Location map/data/Sweden Gotland"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSweden%20Gotland>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSweden%20Gotland>
<http://www.wikidata.org/entity/Q51402486>	"Module:Location map/data/Sweden Gotland"@en	"پودمان:Location map/data/Sweden Gotland"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSweden%20Gotland>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSweden%20Gotland>
<http://www.wikidata.org/entity/Q51402492>	"Module:Location map/data/Canada Southern Quebec"@en	"پودمان:Location map/data/Canada Southern Quebec"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FCanada%20Southern%20Quebec>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FCanada%20Southern%20Quebec>
<http://www.wikidata.org/entity/Q51402492>	"Module:Location map/data/Canada Southern Quebec"@en	"پودمان:Location map/data/Canada Southern Quebec"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FCanada%20Southern%20Quebec>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FCanada%20Southern%20Quebec>
<http://www.wikidata.org/entity/Q51402498>	"Module:Location map/data/India Manipur"@en	"پودمان:Location map/data/India Manipur"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndia%20Manipur>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndia%20Manipur>
<http://www.wikidata.org/entity/Q51402498>	"Module:Location map/data/India Manipur"@en	"پودمان:Location map/data/India Manipur"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndia%20Manipur>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndia%20Manipur>
<http://www.wikidata.org/entity/Q51402505>	"Module:Location map/data/GMU Fairfax"@en	"پودمان:Location map/data/GMU Fairfax"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FGMU%20Fairfax>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FGMU%20Fairfax>
<http://www.wikidata.org/entity/Q51402505>	"Module:Location map/data/GMU Fairfax"@en	"پودمان:Location map/data/GMU Fairfax"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FGMU%20Fairfax>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FGMU%20Fairfax>
<http://www.wikidata.org/entity/Q51402509>	"Module:Location map/data/Sri Lanka Trincomalee Central"@en	"پودمان:Location map/data/Sri Lanka Trincomalee Central"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSri%20Lanka%20Trincomalee%20Central>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSri%20Lanka%20Trincomalee%20Central>
<http://www.wikidata.org/entity/Q51402509>	"Module:Location map/data/Sri Lanka Trincomalee Central"@en	"پودمان:Location map/data/Sri Lanka Trincomalee Central"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FSri%20Lanka%20Trincomalee%20Central>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FSri%20Lanka%20Trincomalee%20Central>
<http://www.wikidata.org/entity/Q51402516>	"Module:Location map/data/USA Virginia Clarke"@en	"پودمان:Location map/data/USA Virginia Clarke"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Virginia%20Clarke>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUSA%20Virginia%20Clarke>
<http://www.wikidata.org/entity/Q51402516>	"Module:Location map/data/USA Virginia Clarke"@en	"پودمان:Location map/data/USA Virginia Clarke"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUSA%20Virginia%20Clarke>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUSA%20Virginia%20Clarke>
<http://www.wikidata.org/entity/Q51402524>	"Module:Location map/data/India Punjab"@en	"پودمان:Location map/data/India Punjab"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndia%20Punjab>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndia%20Punjab>
<http://www.wikidata.org/entity/Q51402524>	"Module:Location map/data/India Punjab"@en	"پودمان:Location map/data/India Punjab"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FIndia%20Punjab>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FIndia%20Punjab>
<http://www.wikidata.org/entity/Q51402529>	"Module:Location map/data/China Henan"@en	"پودمان:Location map/data/China Henan"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FChina%20Henan>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FChina%20Henan>
<http://www.wikidata.org/entity/Q51402529>	"Module:Location map/data/China Henan"@en	"پودمان:Location map/data/China Henan"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FChina%20Henan>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FChina%20Henan>
<http://www.wikidata.org/entity/Q51402533>	"Module:Location map/data/New Zealand Wellington"@en	"پودمان:Location map/data/New Zealand Wellington"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FNew%20Zealand%20Wellington>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FNew%20Zealand%20Wellington>
<http://www.wikidata.org/entity/Q51402533>	"Module:Location map/data/New Zealand Wellington"@en	"پودمان:Location map/data/New Zealand Wellington"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FNew%20Zealand%20Wellington>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FNew%20Zealand%20Wellington>
<http://www.wikidata.org/entity/Q51402540>	"Module:Location map/data/Portugal Azores Pico"@en	"پودمان:Location map/data/Portugal Azores Pico"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FPortugal%20Azores%20Pico>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FPortugal%20Azores%20Pico>
<http://www.wikidata.org/entity/Q51402540>	"Module:Location map/data/Portugal Azores Pico"@en	"پودمان:Location map/data/Portugal Azores Pico"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FPortugal%20Azores%20Pico>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FPortugal%20Azores%20Pico>
<http://www.wikidata.org/entity/Q51402544>	"Module:Location map/data/Romania Bucharest"@en	"پودمان:Location map/data/Romania Bucharest"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FRomania%20Bucharest>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FRomania%20Bucharest>
<http://www.wikidata.org/entity/Q51402544>	"Module:Location map/data/Romania Bucharest"@en	"پودمان:Location map/data/Romania Bucharest"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FRomania%20Bucharest>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FRomania%20Bucharest>
<http://www.wikidata.org/entity/Q51402551>	"Module:Location map/data/Hokuhoku Line"@en	"پودمان:Location map/data/Hokuhoku Line"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FHokuhoku%20Line>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FHokuhoku%20Line>
<http://www.wikidata.org/entity/Q51402551>	"Module:Location map/data/Hokuhoku Line"@en	"پودمان:Location map/data/Hokuhoku Line"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FHokuhoku%20Line>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FHokuhoku%20Line>
<http://www.wikidata.org/entity/Q51402555>	"Module:Location map/data/United Kingdom Bedfordshire"@en	"پودمان:Location map/data/United Kingdom Bedfordshire"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Bedfordshire>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Bedfordshire>
<http://www.wikidata.org/entity/Q51402555>	"Module:Location map/data/United Kingdom Bedfordshire"@en	"پودمان:Location map/data/United Kingdom Bedfordshire"@fa	"Wikimedia module"@en		<https://en.wikipedia.org/wiki/Module%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Bedfordshire>	<https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%AF%D9%85%D8%A7%D9%86%3ALocation%20map%2Fdata%2FUnited%20Kingdom%20Bedfordshire>
